artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Simply Red,Sunrise,199040,FALSE,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,"rock, R&B, Folk/Acoustic, pop"
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,FALSE,2003,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,"pop, R&B"
Girls Aloud,Sound Of The Underground,221426,FALSE,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67E-05,0.328,0.88,163.944,"pop, Dance/Electronic"
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,FALSE,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0,0.169,0.907,87.025,"hip hop, pop, R&B"
Room 5,Make Luv,212413,FALSE,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,Dance/Electronic
Fatman Scoop,Be Faithful,164506,TRUE,2009,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0,0.318,0.629,101.129,hip hop
Limp Bizkit,Behind Blue Eyes,269973,FALSE,2003,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.119,0.0902,120.315,metal
Sugababes,Too Lost In You,237693,FALSE,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014,"pop, R&B"
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,TRUE,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0,0.141,0.873,81.008,"hip hop, pop"
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,TRUE,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57E-06,0.0801,0.759,102.009,"hip hop, pop"
Chingy,Right Thurr,250746,TRUE,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.074,"hip hop, pop, R&B"
Eminem,Sing For The Moment,339546,TRUE,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,hip hop
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,TRUE,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65E-06,0.0553,0.935,104.946,"hip hop, pop, R&B"
Mýa,My Love Is Like...Wo - Main Mix,209533,FALSE,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24E-05,0.309,0.722,132.817,"pop, R&B"
50 Cent,21 Questions,224440,TRUE,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37E-05,0.0427,0.895,92.729,"hip hop, pop"
Nelly,Air Force Ones,304000,TRUE,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062,"hip hop, pop, R&B"
Missy Elliott,Gossip Folks (feat. Ludacris),234893,TRUE,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0,0.317,0.439,121.732,"hip hop, pop, R&B"
Girls Aloud,Jump,220360,FALSE,2003,60,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465,"pop, Dance/Electronic"
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,FALSE,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0,0.0728,0.51,139.993,"pop, Dance/Electronic"
Christina Aguilera,Fighter,245960,FALSE,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,pop
Frankie J,Don't Wanna Try,245293,FALSE,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.221,0.199,130.127,"hip hop, pop, R&B"
Snoop Dogg,Beautiful,299146,TRUE,2005,67,0.893,0.74,11,-4.936,0,0.132,0.299,0,0.0881,0.963,101.025,"hip hop, pop"
Floetry,Say Yes,268373,FALSE,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42E-06,0.113,0.428,117.901,"hip hop, pop, R&B"
Ginuwine,In Those Jeans,243306,TRUE,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,"hip hop, pop, R&B"
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,FALSE,2003,0,0.66,0.698,11,-4.722,0,0.0302,1.92E-05,0.166,0.0517,0.511,123.005,rock
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,FALSE,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,"pop, Dance/Electronic"
Ludacris,Stand Up,213760,TRUE,2003,57,0.751,0.84,6,-4.855,1,0.349,0.367,0,0.0916,0.801,99.057,"hip hop, pop"
Nas,I Can,253720,FALSE,2002,58,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,hip hop
3 Doors Down,When I'm Gone,260333,FALSE,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0,0.103,0.374,148.095,"pop, rock, metal"
Tyrese,How You Gonna Act Like That,294693,FALSE,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.0692,0.525,112.913,"hip hop, pop, R&B"
Justin Timberlake,Cry Me a River,288333,FALSE,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,pop
Westlife,Mandy,199320,FALSE,2003,57,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25E-05,0.11,0.376,105.678,pop
No Doubt,It's My Life,226053,FALSE,2003,60,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,"rock, pop"
Amanda Perez,Angel,218760,FALSE,2003,48,0.638,0.54,0,-6.849,1,0.0473,0.506,0,0.157,0.352,143.772,"pop, R&B"
JAY-Z,Excuse Me Miss,281240,TRUE,2002,56,0.714,0.862,6,-5.531,1,0.286,0.0305,0,0.0884,0.887,92.849,hip hop
Coldplay,Clocks,307879,FALSE,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,"rock, pop"
Kelly Rowland,Stole,249293,FALSE,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26E-06,0.174,0.477,79.993,"hip hop, pop, R&B"
Missy Elliott,Work It,263226,TRUE,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,"hip hop, pop, R&B"
Ashanti,Rock Wit U (Awww Baby),209120,FALSE,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0,0.16,0.849,94.998,"hip hop, pop, R&B"
Junior Senior,Move Your Feet,181826,FALSE,2002,67,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,pop
Audioslave,Like a Stone,293960,FALSE,2002,75,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,"rock, metal"
Sean Paul,Like Glue,232506,FALSE,2002,61,0.757,0.78,1,-5.038,1,0.319,0.0811,0,0.113,0.59,97.917,"hip hop, pop"
Jaheim,Put That Woman First,245773,TRUE,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0,0.184,0.513,78.935,"pop, R&B"
Jennifer Lopez,All I Have (feat. LL Cool J),254466,FALSE,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0,0.158,0.446,83.066,"hip hop, pop, R&B"
Monica,So Gone,242773,FALSE,2003,64,0.618,0.552,8,-6.863,1,0.0981,0.176,0,0.252,0.586,81.975,"pop, R&B"
Dido,White Flag,240040,FALSE,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.30E-06,0.081,0.294,169.951,pop
The Roots,The Seed (2.0),267933,TRUE,2002,63,0.758,0.957,7,-2.281,1,0.0357,0.039,0,0.133,0.966,111.121,hip hop
Chingy,Holidae In,314400,TRUE,2003,61,0.81,0.791,7,-5.909,1,0.181,0.0893,0,0.0838,0.948,153.067,"hip hop, pop, R&B"
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,TRUE,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0,0.0794,0.811,192.082,"hip hop, pop, R&B"
Kelly Clarkson,Miss Independent,214773,FALSE,2003,47,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,"pop, R&B"
Ja Rule,Mesmerize,278693,TRUE,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0,0.406,0.433,90.079,"hip hop, pop, R&B"
Matchbox Twenty,Unwell,228706,FALSE,2002,63,0.256,0.788,6,-5.263,0,0.0403,0.0298,0,0.707,0.429,80.718,"pop, rock"
Outkast,The Way You Move (feat. Sleepy Brown),234000,TRUE,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,"hip hop, pop"
Fabolous,Into You (feat. Tamia),295773,TRUE,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0,0.118,0.58,182.12,"hip hop, pop, R&B"
Switchfoot,Meant to Live,201373,FALSE,2003,61,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.60E-06,0.362,0.556,151.551,"rock, pop"
Daniel Bedingfield,If You're Not The One,257026,FALSE,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0,0.111,0.27,119.998,pop
Good Charlotte,Lifestyles of the Rich & Famous,190173,FALSE,2002,68,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,"rock, metal"
Wayne Wonder,No Letting Go,202013,FALSE,2003,63,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,"hip hop, R&B"
The Strokes,Reptilia,219826,FALSE,2003,74,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,rock
Avril Lavigne,I'm with You,223066,FALSE,2002,70,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,pop
Will Young,Leave Right Now,214733,FALSE,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,pop
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,FALSE,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,"hip hop, pop, R&B"
Maroon 5,This Love,206200,FALSE,2002,77,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,pop
Britney Spears,Toxic,198800,FALSE,2003,81,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,pop
Outkast,Hey Ya!,235213,FALSE,2003,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,"hip hop, pop"
Hoobastank,The Reason,232800,FALSE,2003,79,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,"pop, rock, metal"
Anastacia,Left Outside Alone,257426,FALSE,2004,65,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,pop
Daddy Yankee,Gasolina,192600,FALSE,2004,11,0.857,0.801,0,-6.499,1,0.0618,0.332,1.20E-06,0.0789,0.753,96.009,latin
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,FALSE,2004,53,0.785,0.799,11,-2.208,0,0.126,0.117,0,0.292,0.797,104.923,"hip hop, pop"
O-Zone,Dragostea Din Tei,215431,FALSE,2004,56,0.809,0.965,0,-3.947,1,0.0427,0.177,0,0.0577,0.672,130.103,pop
Terror Squad,Lean Back,247426,TRUE,2004,67,0.783,0.916,1,-3.344,1,0.415,0.11,0,0.0746,0.695,95.321,hip hop
Anastacia,Sick and Tired,212266,FALSE,1999,56,0.598,0.868,0,-4.552,1,0.0373,0.00908,0,0.279,0.47,99.848,pop
Gwen Stefani,What You Waiting For?,221226,FALSE,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19E-06,0.384,0.731,136.027,"pop, R&B"
Ashanti,Only U - No Intro,186306,FALSE,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75E-06,0.188,0.278,94.547,"hip hop, pop, R&B"
The Rasmus,In the Shadows,257920,FALSE,2003,68,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.20E-05,0.484,0.75,105.991,metal
Houston,I Like That,236520,FALSE,2004,59,0.797,0.502,10,-3.925,0,0.0968,0.0154,0,0.1,0.385,106.997,"hip hop, pop"
Beyoncé,Naughty Girl,208600,FALSE,2003,63,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24E-06,0.102,0.643,99.973,"pop, R&B"
Linkin Park,Numb,185586,FALSE,2003,81,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,"rock, metal"
Lloyd Banks,On Fire,187280,TRUE,2004,61,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,"hip hop, pop"
Akon,Locked Up,235066,TRUE,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0,0.107,0.354,89.987,pop
D12,My Band,298773,TRUE,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05E-06,0.116,0.844,120.014,"hip hop, pop, rock"
Jay Sean,Eyes On You - Radio Mix,190493,FALSE,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0,0.136,0.619,96.525,"hip hop, pop, R&B"
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,FALSE,2016,66,0.833,0.515,11,-5,0,0.0462,0.347,0.00156,0.116,0.4,97.007,pop
Destiny's Child,Lose My Breath,242013,FALSE,2004,61,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,"pop, R&B"
Eric Prydz,Call on Me - Radio Mix,171360,FALSE,2004,72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,"pop, Dance/Electronic"
Ciara,Goodies (feat. Petey Pablo),223000,FALSE,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,102.017,"pop, R&B"
Kelis,Trick Me,206106,TRUE,2003,63,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,"pop, R&B, Dance/Electronic"
LL Cool J,Headsprung,267320,FALSE,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.50E-05,0.0745,0.465,99.916,"hip hop, pop, R&B"
Spiderbait,Black Betty - Edit,205973,FALSE,2004,63,0.562,0.865,7,-6.476,0,0.0922,2.06E-05,0.591,0.219,0.35,124.047,rock
George Michael,Amazing,265826,FALSE,2004,57,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77E-06,0.117,0.88,128.429,set()
Britney Spears,My Prerogative,213893,FALSE,2004,53,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96E-06,0.103,0.619,111.014,pop
Nina Sky,Move Ya Body,232000,FALSE,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,"pop, R&B"
Baby Bash,Suga Suga,239026,FALSE,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331,"hip hop, pop, R&B, latin"
Petey Pablo,Freek-A-Leek,235186,TRUE,2003,56,0.737,0.697,2,-3.716,1,0.254,0.0756,0,0.359,0.662,104.917,"hip hop, pop"
JAY-Z,Dirt Off Your Shoulder,245173,TRUE,2003,53,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63E-06,0.339,0.645,163.971,hip hop
Juanes,La Camisa Negra,216706,FALSE,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007,"pop, latin"
Avril Lavigne,Nobody's Home,212413,FALSE,2004,61,0.348,0.907,5,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406,pop
Robbie Williams,Radio,233600,FALSE,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,"pop, rock"
Black Eyed Peas,Hey Mama,214893,TRUE,2003,49,0.86,0.866,4,-6.345,0,0.232,0.104,1.42E-06,0.584,0.933,100.15,"hip hop, pop"
Ying Yang Twins,Salt Shaker,252440,TRUE,2003,61,0.884,0.697,11,-6.022,1,0.128,0.0509,0,0.094,0.322,101.965,"hip hop, pop"
Enrique Iglesias,Not In Love - Radio Mix,223133,FALSE,2003,37,0.762,0.885,0,-5.096,0,0.0395,0.0371,0,0.0519,0.886,117.021,"pop, latin"
Kelis,Milkshake,182626,FALSE,2003,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,"pop, R&B, Dance/Electronic"
Linkin Park,Breaking the Habit,196906,FALSE,2003,68,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,"rock, metal"
JoJo,Leave (Get Out) - Radio Edit,242746,FALSE,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45E-05,0.0763,0.464,86.891,"hip hop, pop, R&B"
Christina Milian,Dip It Low,197186,FALSE,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,"hip hop, pop, R&B"
Avant,Read Your Mind,263506,FALSE,2003,56,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13E-06,0.0974,0.695,73.108,"pop, R&B"
Eminem,Just Lose It,248680,TRUE,2004,67,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04E-05,0.281,0.962,121.003,hip hop
Sugababes,Too Lost In You,237693,FALSE,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014,"pop, R&B"
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop"
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,FALSE,2002,68,0.765,0.666,7,-5.384,1,0.172,0.102,0,0.116,0.756,87.002,"hip hop, pop"
The Shapeshifters,Lola's Theme - Radio Edit,207066,FALSE,2004,65,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,Dance/Electronic
D12,How Come,249533,TRUE,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0,0.188,0.547,89.983,"hip hop, pop, rock"
Basement Jaxx,Good Luck,282306,FALSE,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07E-06,0.592,0.313,154.07,"pop, Dance/Electronic"
Kevin Lyttle,Turn Me On,192106,FALSE,2004,67,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,hip hop
Chingy,One Call Away,276800,FALSE,2003,61,0.765,0.821,4,-5.926,0,0.183,0.0918,0,0.217,0.962,162.519,"hip hop, pop, R&B"
T.I.,Bring Em Out,216706,TRUE,2004,63,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,"hip hop, pop"
DJ Casper,Cha Cha Slide - Hardino Mix,222146,FALSE,2004,51,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.287,0.802,131.012,set()
Kylie Minogue,I Believe in You,200973,FALSE,2004,47,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,"pop, Dance/Electronic"
Twista,Overnight Celebrity,233360,TRUE,2004,66,0.828,0.792,10,-5.435,0,0.179,0.182,0,0.281,0.777,134.199,"hip hop, pop, R&B"
N.E.R.D,She Wants To Move,213786,FALSE,2004,57,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop
Britney Spears,Everytime,230306,FALSE,2003,63,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57E-05,0.116,0.114,109.599,pop
U2,Vertigo,193520,FALSE,2004,64,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,"World/Traditional, rock"
Franz Ferdinand,Take Me Out,237026,FALSE,2004,77,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock
J-Kwon,Tipsy - Club Mix,247106,TRUE,2001,59,0.925,0.741,9,-5.827,0,0.315,0.0653,0,0.044,0.654,93.04,"hip hop, pop"
G-Unit,Wanna Get To Know You,265026,TRUE,2003,61,0.513,0.826,10,-3.651,0,0.132,0.106,0,0.0675,0.889,76.91,"hip hop, pop"
Lil' Flip,Sunshine (feat. Lea),225173,TRUE,2004,42,0.814,0.387,0,-9.867,1,0.0946,0.0248,0,0.131,0.792,93.961,"hip hop, pop"
Kanye West,Jesus Walks,193733,TRUE,2004,73,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,hip hop
Evanescence,My Immortal,262533,FALSE,2003,72,0.19,0.265,9,-9.206,1,0.0356,0.863,0,0.134,0.101,79.012,metal
Nelly,My Place,336506,TRUE,2004,57,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,"hip hop, pop, R&B"
Lemar,If There's Any Justice,229080,FALSE,2004,46,0.706,0.665,6,-5.348,0,0.0453,0.0128,0,0.338,0.639,89.993,R&B
No Doubt,It's My Life,226053,FALSE,2003,60,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,"rock, pop"
Avril Lavigne,Don't Tell Me,202013,FALSE,2004,58,0.523,0.795,4,-2.92,1,0.0386,0.00462,0,0.358,0.484,144.106,pop
Twista,Slow Jamz,316053,TRUE,2004,72,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,"hip hop, pop, R&B"
Green Day,American Idiot,176346,TRUE,2004,77,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,rock
Kelis,Millionaire,224933,FALSE,2003,57,0.68,0.847,11,-6.636,1,0.108,0.0217,0,0.0374,0.75,176.051,"pop, R&B, Dance/Electronic"
Scissor Sisters,Comfortably Numb,266040,FALSE,2004,43,0.803,0.924,7,-6.466,1,0.0391,0.237,0.0167,0.104,0.788,116.972,"pop, rock, Dance/Electronic"
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,FALSE,2003,55,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,"pop, R&B"
Kanye West,Through The Wire,221226,TRUE,2004,76,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,hip hop
Special D.,Come With Me - Radio Edit,185133,FALSE,2004,61,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982,pop
Ludacris,Splash Waterfalls,290760,TRUE,2003,48,0.734,0.846,11,-6.102,1,0.409,0.101,0,0.233,0.702,145.894,"hip hop, pop"
Avril Lavigne,My Happy Ending,242413,TRUE,2004,68,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,pop
Dido,White Flag,240040,FALSE,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.30E-06,0.081,0.294,169.951,pop
Eamon,Fuck It (I Don't Want You Back),225106,TRUE,2004,64,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25E-06,0.0404,0.575,68.507,set()
Beyoncé,"Me, Myself and I",301133,FALSE,2003,62,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25E-05,0.137,0.536,83.61,"pop, R&B"
3 Doors Down,Here Without You,238733,FALSE,2002,74,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,"pop, rock, metal"
Kanye West,All Falls Down,223506,TRUE,2004,80,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,hip hop
Twista,Sunshine (feat. Anthony Hamilton),226013,TRUE,2004,56,0.926,0.888,11,-5.337,1,0.294,0.261,0,0.348,0.819,98.523,"hip hop, pop, R&B"
Katie Melua,The Closest Thing to Crazy,252466,FALSE,2003,55,0.562,0.219,4,-13.2,1,0.0312,0.856,0.000296,0.0979,0.106,127.831,"pop, easy listening, jazz"
Usher,My Boo,223440,FALSE,2004,76,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,"hip hop, pop, R&B"
Lloyd,Southside,277840,FALSE,2004,59,0.688,0.404,9,-9.481,0,0.0818,0.377,0,0.0813,0.448,75.007,"hip hop, pop, R&B"
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,171546,FALSE,2004,59,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,Dance/Electronic
The Streets,Fit but You Know It,254266,TRUE,2004,58,0.68,0.844,6,-1.729,1,0.299,0.23,0,0.0305,0.895,172.302,"hip hop, Dance/Electronic"
JUVENILE,Slow Motion,248200,TRUE,2003,64,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,"hip hop, pop"
Outkast,The Way You Move (feat. Sleepy Brown),234000,TRUE,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,"hip hop, pop"
Girls Aloud,Love Machine,205360,FALSE,2004,59,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,"pop, Dance/Electronic"
Jessica Simpson,With You,191826,FALSE,2003,57,0.553,0.756,0,-4.583,1,0.108,0.0923,0,0.215,0.605,94.487,"pop, R&B"
Eminem,Like Toy Soldiers,296880,TRUE,2004,48,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop
Gary Jules,Mad World (Feat. Michael Andrews),189506,FALSE,2001,65,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,pop
Ashlee Simpson,Pieces Of Me,217440,FALSE,2004,56,0.505,0.799,2,-4.286,1,0.0773,0.0572,0,0.11,0.772,174.001,pop
Will Young,Leave Right Now,214733,FALSE,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,pop
Alicia Keys,You Don't Know My Name,366733,FALSE,2003,61,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,"pop, R&B"
Mariah Carey,We Belong Together,201400,FALSE,2005,69,0.84,0.476,0,-7.918,1,0.0629,0.0264,0,0.0865,0.767,139.987,"pop, R&B"
Mario,Let Me Love You,256733,FALSE,2004,72,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,"pop, R&B"
Kanye West,Gold Digger,207626,TRUE,2005,78,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,hip hop
Rihanna,Pon de Replay,246960,FALSE,2005,77,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,"hip hop, pop, R&B"
50 Cent,Candy Shop,209106,TRUE,2005,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.20E-05,0.38,0.755,125.173,"hip hop, pop"
James Blunt,You're Beautiful,209493,TRUE,2005,75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,pop
Green Day,Boulevard of Broken Dreams,261266,TRUE,2004,72,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54E-05,0.0383,0.506,167.046,rock
The Pussycat Dolls,Don't Cha,272080,FALSE,2005,72,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.003,"pop, R&B"
Daniel Powter,Bad Day,233640,FALSE,2005,74,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop
Akon,Bananza (Belly Dancer),238493,FALSE,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37E-06,0.755,0.666,104.838,pop
Madonna,Hung Up,337733,FALSE,2005,74,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop
